scientific_name,cell_id,center_latitude,center_longitude,south_latitude,north_latitude,west_longitude,east_longitude,source
Ciconia ciconia,ciconia_ciconia_0001,36.00,-9.00,35.75,36.25,-9.375,-8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2889,59.00,30.75,58.75,59.25,30.375,31.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2890,59.00,31.50,58.75,59.25,31.125,31.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2891,59.00,32.25,58.75,59.25,31.875,32.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2892,59.00,33.00,58.75,59.25,32.625,33.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2893,59.00,33.75,58.75,59.25,33.375,34.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2894,59.00,34.50,58.75,59.25,34.125,34.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2895,59.00,35.25,58.75,59.25,34.875,35.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2896,59.00,36.00,58.75,59.25,35.625,36.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2897,59.00,36.75,58.75,59.25,36.375,37.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2898,59.00,37.50,58.75,59.25,37.125,37.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2899,59.00,38.25,58.75,59.25,37.875,38.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2900,59.00,39.00,58.75,59.25,38.625,39.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2901,59.00,39.75,58.75,59.25,39.375,40.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2902,59.00,40.50,58.75,59.25,40.125,40.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2903,59.00,41.25,58.75,59.25,40.875,41.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2904,59.00,42.00,58.75,59.25,41.625,42.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2905,59.50,-8.25,59.25,59.75,-8.625,-7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2906,59.50,-7.50,59.25,59.75,-7.875,-7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2907,59.50,-6.75,59.25,59.75,-7.125,-6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2908,59.50,-6.00,59.25,59.75,-6.375,-5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2909,59.50,-5.25,59.25,59.75,-5.625,-4.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2910,59.50,-4.50,59.25,59.75,-4.875,-4.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2911,59.50,-3.75,59.25,59.75,-4.125,-3.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2912,59.50,-3.00,59.25,59.75,-3.375,-2.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2913,59.50,-2.25,59.25,59.75,-2.625,-1.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2914,59.50,-1.50,59.25,59.75,-1.875,-1.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2915,59.50,-0.75,59.25,59.75,-1.125,-0.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2916,59.50,0.00,59.25,59.75,-0.375,0.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2917,59.50,0.75,59.25,59.75,0.375,1.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2918,59.50,1.50,59.25,59.75,1.125,1.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2919,59.50,6.00,59.25,59.75,5.625,6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2920,59.50,6.75,59.25,59.75,6.375,7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2921,59.50,7.50,59.25,59.75,7.125,7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2922,59.50,8.25,59.25,59.75,7.875,8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2923,59.50,9.00,59.25,59.75,8.625,9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2924,59.50,9.75,59.25,59.75,9.375,10.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2925,59.50,10.50,59.25,59.75,10.125,10.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2926,59.50,11.25,59.25,59.75,10.875,11.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2927,59.50,12.00,59.25,59.75,11.625,12.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2928,59.50,12.75,59.25,59.75,12.375,13.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2929,59.50,13.50,59.25,59.75,13.125,13.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2930,59.50,14.25,59.25,59.75,13.875,14.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2931,59.50,15.00,59.25,59.75,14.625,15.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2932,59.50,15.75,59.25,59.75,15.375,16.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2933,59.50,16.50,59.25,59.75,16.125,16.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2934,59.50,17.25,59.25,59.75,16.875,17.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2935,59.50,18.00,59.25,59.75,17.625,18.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2936,59.50,18.75,59.25,59.75,18.375,19.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2937,59.50,19.50,59.25,59.75,19.125,19.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2938,59.50,20.25,59.25,59.75,19.875,20.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2939,59.50,21.00,59.25,59.75,20.625,21.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2940,59.50,21.75,59.25,59.75,21.375,22.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2941,59.50,22.50,59.25,59.75,22.125,22.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2942,59.50,23.25,59.25,59.75,22.875,23.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2943,59.50,24.00,59.25,59.75,23.625,24.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2944,59.50,24.75,59.25,59.75,24.375,25.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2945,59.50,25.50,59.25,59.75,25.125,25.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2946,59.50,26.25,59.25,59.75,25.875,26.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2947,59.50,27.00,59.25,59.75,26.625,27.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2948,59.50,27.75,59.25,59.75,27.375,28.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2949,59.50,28.50,59.25,59.75,28.125,28.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2950,59.50,29.25,59.25,59.75,28.875,29.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2951,59.50,30.00,59.25,59.75,29.625,30.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2952,59.50,30.75,59.25,59.75,30.375,31.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2953,59.50,31.50,59.25,59.75,31.125,31.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2954,59.50,32.25,59.25,59.75,31.875,32.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2955,59.50,33.00,59.25,59.75,32.625,33.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2956,59.50,33.75,59.25,59.75,33.375,34.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2957,59.50,34.50,59.25,59.75,34.125,34.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2958,59.50,35.25,59.25,59.75,34.875,35.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2959,59.50,36.00,59.25,59.75,35.625,36.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2960,59.50,36.75,59.25,59.75,36.375,37.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2961,59.50,37.50,59.25,59.75,37.125,37.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2962,59.50,38.25,59.25,59.75,37.875,38.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2963,59.50,39.00,59.25,59.75,38.625,39.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2964,59.50,39.75,59.25,59.75,39.375,40.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2965,59.50,40.50,59.25,59.75,40.125,40.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2966,59.50,41.25,59.25,59.75,40.875,41.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2967,59.50,42.00,59.25,59.75,41.625,42.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2968,60.00,4.50,59.75,60.25,4.125,4.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2969,60.00,5.25,59.75,60.25,4.875,5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2970,60.00,6.00,59.75,60.25,5.625,6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2971,60.00,6.75,59.75,60.25,6.375,7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2972,60.00,7.50,59.75,60.25,7.125,7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2973,60.00,8.25,59.75,60.25,7.875,8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2974,60.00,9.00,59.75,60.25,8.625,9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2975,60.00,9.75,59.75,60.25,9.375,10.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2976,60.00,10.50,59.75,60.25,10.125,10.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2977,60.00,11.25,59.75,60.25,10.875,11.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2978,60.00,12.00,59.75,60.25,11.625,12.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2979,60.00,12.75,59.75,60.25,12.375,13.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2980,60.00,13.50,59.75,60.25,13.125,13.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2981,60.00,14.25,59.75,60.25,13.875,14.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2982,60.00,15.00,59.75,60.25,14.625,15.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2983,60.00,15.75,59.75,60.25,15.375,16.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2984,60.00,16.50,59.75,60.25,16.125,16.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2985,60.00,17.25,59.75,60.25,16.875,17.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2986,60.00,18.00,59.75,60.25,17.625,18.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2987,60.00,18.75,59.75,60.25,18.375,19.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2988,60.00,19.50,59.75,60.25,19.125,19.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2989,60.00,20.25,59.75,60.25,19.875,20.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2990,60.00,21.00,59.75,60.25,20.625,21.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2991,60.00,21.75,59.75,60.25,21.375,22.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2992,60.00,22.50,59.75,60.25,22.125,22.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2993,60.00,23.25,59.75,60.25,22.875,23.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2994,60.00,24.00,59.75,60.25,23.625,24.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2995,60.00,24.75,59.75,60.25,24.375,25.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2996,60.00,25.50,59.75,60.25,25.125,25.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2997,60.00,26.25,59.75,60.25,25.875,26.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2998,60.00,27.00,59.75,60.25,26.625,27.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_2999,60.00,27.75,59.75,60.25,27.375,28.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3000,60.00,28.50,59.75,60.25,28.125,28.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3001,60.00,29.25,59.75,60.25,28.875,29.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3002,60.00,30.00,59.75,60.25,29.625,30.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3003,60.00,30.75,59.75,60.25,30.375,31.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3004,60.00,31.50,59.75,60.25,31.125,31.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3005,60.00,32.25,59.75,60.25,31.875,32.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3006,60.00,33.00,59.75,60.25,32.625,33.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3007,60.00,33.75,59.75,60.25,33.375,34.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3008,60.00,34.50,59.75,60.25,34.125,34.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3009,60.00,35.25,59.75,60.25,34.875,35.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3010,60.00,36.00,59.75,60.25,35.625,36.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3011,60.00,36.75,59.75,60.25,36.375,37.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3012,60.00,37.50,59.75,60.25,37.125,37.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3013,60.00,38.25,59.75,60.25,37.875,38.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3014,60.00,39.00,59.75,60.25,38.625,39.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3015,60.00,39.75,59.75,60.25,39.375,40.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3016,60.00,40.50,59.75,60.25,40.125,40.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3017,60.00,41.25,59.75,60.25,40.875,41.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3018,60.00,42.00,59.75,60.25,41.625,42.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3019,60.50,4.50,60.25,60.75,4.125,4.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3020,60.50,5.25,60.25,60.75,4.875,5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3021,60.50,6.00,60.25,60.75,5.625,6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3022,60.50,6.75,60.25,60.75,6.375,7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3023,60.50,7.50,60.25,60.75,7.125,7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3024,60.50,8.25,60.25,60.75,7.875,8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3025,60.50,9.00,60.25,60.75,8.625,9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3026,60.50,9.75,60.25,60.75,9.375,10.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3027,60.50,10.50,60.25,60.75,10.125,10.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3028,60.50,11.25,60.25,60.75,10.875,11.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3029,60.50,12.00,60.25,60.75,11.625,12.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3030,60.50,12.75,60.25,60.75,12.375,13.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3031,60.50,13.50,60.25,60.75,13.125,13.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3032,60.50,14.25,60.25,60.75,13.875,14.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3033,60.50,15.00,60.25,60.75,14.625,15.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3034,60.50,15.75,60.25,60.75,15.375,16.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3035,60.50,16.50,60.25,60.75,16.125,16.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3036,60.50,17.25,60.25,60.75,16.875,17.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3037,60.50,18.00,60.25,60.75,17.625,18.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3038,60.50,18.75,60.25,60.75,18.375,19.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3039,60.50,19.50,60.25,60.75,19.125,19.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3040,60.50,20.25,60.25,60.75,19.875,20.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3041,60.50,21.00,60.25,60.75,20.625,21.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3042,60.50,21.75,60.25,60.75,21.375,22.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3043,60.50,22.50,60.25,60.75,22.125,22.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3044,60.50,23.25,60.25,60.75,22.875,23.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3045,60.50,24.00,60.25,60.75,23.625,24.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3046,60.50,24.75,60.25,60.75,24.375,25.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3047,60.50,25.50,60.25,60.75,25.125,25.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3048,60.50,26.25,60.25,60.75,25.875,26.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3049,60.50,27.00,60.25,60.75,26.625,27.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3050,60.50,27.75,60.25,60.75,27.375,28.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3051,60.50,28.50,60.25,60.75,28.125,28.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3052,60.50,29.25,60.25,60.75,28.875,29.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3053,60.50,30.00,60.25,60.75,29.625,30.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3054,60.50,30.75,60.25,60.75,30.375,31.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3055,60.50,31.50,60.25,60.75,31.125,31.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3056,61.00,4.50,60.75,61.25,4.125,4.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3057,61.00,5.25,60.75,61.25,4.875,5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3058,61.00,6.00,60.75,61.25,5.625,6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3059,61.00,6.75,60.75,61.25,6.375,7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3060,61.00,7.50,60.75,61.25,7.125,7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3061,61.00,8.25,60.75,61.25,7.875,8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3062,61.00,9.00,60.75,61.25,8.625,9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3063,61.00,9.75,60.75,61.25,9.375,10.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3064,61.00,10.50,60.75,61.25,10.125,10.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3065,61.00,11.25,60.75,61.25,10.875,11.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3066,61.00,12.00,60.75,61.25,11.625,12.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3067,61.00,12.75,60.75,61.25,12.375,13.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3068,61.00,13.50,60.75,61.25,13.125,13.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3069,61.00,14.25,60.75,61.25,13.875,14.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3070,61.00,15.00,60.75,61.25,14.625,15.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3071,61.00,15.75,60.75,61.25,15.375,16.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3072,61.00,16.50,60.75,61.25,16.125,16.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3073,61.00,17.25,60.75,61.25,16.875,17.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3074,61.00,18.00,60.75,61.25,17.625,18.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_3075,61.00,18.75,60.75,61.25,18.375,19.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
